FID,Join_Count,TARGET_FID,Id,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,pid,Lon,Lat
503,4,985,0,184738717,5141,service, , ,B,0,0,T,F,1,113.321447,23.115466
504,3,988,0,309588221,5153,footway, , ,B,0,0,F,F,1,113.321492,23.114069
505,3,990,0,446634589,5122,residential,赤岗北路, ,B,0,0,F,F,1,113.321934,23.103555
506,3,991,0,446634589,5122,residential,赤岗北路, ,B,0,0,F,F,1,113.321962,23.10115
507,4,992,0,102831290,5122,residential, , ,B,0,0,F,F,1,113.321974,23.100149
508,3,1000,0,413894092,5122,residential, , ,B,0,0,F,F,1,113.323419,23.096119
509,3,1001,0,109509756,5122,residential, , ,B,0,0,F,F,1,113.323416,23.094839
510,2,1003,0,309367384,5153,footway, , ,B,0,0,T,F,1,113.324366,23.115186
511,4,1004,0,442772726,5122,residential,燕都路, ,B,0,0,F,F,1,113.325458,23.162123
512,3,1006,0,109509761,5122,residential, , ,B,0,0,F,F,1,113.324337,23.096215
513,3,1007,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.324335,23.096105
514,3,1008,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.32433,23.095467
515,3,1009,0,109509756,5122,residential, , ,B,0,0,F,F,1,113.324325,23.094835
516,3,1010,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.324338,23.093134
517,3,1015,0,303332049,5122,residential, , ,B,0,0,F,F,1,113.325957,23.163281
518,3,1016,0,413894090,5122,residential, , ,B,0,0,F,F,1,113.32496,23.095457
519,3,1018,0,379527515,5154,path, , ,B,0,0,F,F,1,113.326193,23.162968
520,2,1028,0,302857660,5153,footway, , ,B,0,0,F,F,1,113.328518,23.144247
521,2,1029,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.328759,23.144246
522,3,1030,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.32926,23.141066
523,3,1032,0,302857660,5153,footway, , ,B,0,0,F,F,1,113.329433,23.138662
524,3,1033,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.329636,23.138987
525,3,1034,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.329692,23.139003
526,4,1035,0,302857658,5122,residential, , ,B,0,0,F,F,1,113.329692,23.138698
527,3,1036,0,302857659,5122,residential, , ,B,0,0,F,F,1,113.329811,23.14113
528,3,1041,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330249,23.139161
529,3,1044,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330344,23.139188
530,3,1045,0,302857658,5122,residential, , ,B,0,0,F,F,1,113.330346,23.138894
531,3,1046,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330404,23.139208
532,3,1056,0,302857662,5122,residential, , ,B,0,0,F,F,1,113.331362,23.139643
533,3,1058,0,302857649,5122,residential, , ,B,0,0,F,F,1,113.331455,23.143228
534,2,1063,0,302857652,5122,residential, , ,B,0,0,F,F,1,113.331719,23.142488
535,3,1065,0,302857662,5122,residential, , ,B,0,0,F,F,1,113.33171,23.13964
536,3,1066,0,303475996,5153,footway, , ,B,0,0,F,F,1,113.33185,23.139068
537,2,1067,0,302857650,5122,residential, , ,B,0,0,F,F,1,113.331903,23.141891
538,3,1068,0,302857650,5122,residential, , ,B,0,0,F,F,1,113.331954,23.14179
539,3,1069,0,188255509,5122,residential, , ,B,0,0,F,F,1,113.332273,23.15374
540,3,1071,0,303475994,5122,residential, , ,B,0,0,F,F,1,113.332072,23.138338
541,3,1073,0,188255509,5122,residential, , ,B,0,0,F,F,1,113.332454,23.152185
542,3,1075,0,303475993,5122,residential, , ,B,0,0,F,F,1,113.332358,23.137592
543,3,1076,0,303719966,5122,residential, , ,B,0,0,F,F,1,113.332417,23.139184
544,2,1077,0,303475997,5122,residential, , ,B,0,0,F,F,1,113.332482,23.138849
545,3,1082,0,309949814,5122,residential, , ,B,0,0,F,F,1,113.33285,23.141683
546,3,1085,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.333183,23.151971
547,4,1086,0,188246621,5122,residential, , ,B,0,0,F,F,1,113.332784,23.12714
548,2,1089,0,309949814,5122,residential, , ,B,0,0,F,F,1,113.33328,23.141633
549,2,1093,0,309949812,5122,residential, , ,B,0,0,F,F,1,113.333444,23.141888
550,2,1096,0,302857630,5122,residential, , ,B,0,0,F,F,1,113.333551,23.142904
551,2,1097,0,302857628,5155,steps, , ,B,0,0,F,F,1,113.333573,23.143013
552,3,1098,0,188255510,5122,residential, , ,B,0,0,F,F,1,113.333772,23.154379
553,3,1099,0,302857632,5122,residential, , ,B,0,0,F,F,1,113.333628,23.143359
554,3,1102,0,331708772,5122,residential,北湖南路, ,B,40,0,F,F,1,113.334167,23.168801
555,3,1104,0,399255844,5122,residential, , ,B,0,0,F,F,1,113.333085,23.102515
556,2,1105,0,309949812,5122,residential, , ,B,0,0,F,F,1,113.33383,23.141867
557,2,1107,0,302857664,5122,residential, , ,B,0,0,F,F,1,113.333858,23.141685
558,2,1110,0,302857664,5122,residential, , ,B,0,0,F,F,1,113.334437,23.141638
559,3,1112,0,409365425,5141,service, , ,B,0,0,F,F,1,113.335155,23.15516
560,2,1115,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.335919,23.164152
561,3,1116,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.335947,23.164388
562,3,1118,0,188255496,5122,residential, , ,B,0,0,F,F,1,113.336059,23.1545
563,3,1119,0,331714921,5122,residential,岷江路, ,B,0,0,F,F,1,113.336316,23.168966
564,3,1120,0,188246610,5122,residential, , ,B,0,0,F,F,1,113.335719,23.126908
565,3,1122,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.33633,23.150795
566,2,1123,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.336337,23.151011
567,4,1124,0,354147360,5122,residential, , ,B,0,0,F,F,1,113.336671,23.165887
568,4,1125,0,354147364,5122,residential, , ,B,0,0,F,F,1,113.336695,23.165006
569,3,1126,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.336738,23.164513
570,3,1127,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.337021,23.168711
571,3,1128,0,354147344,5122,residential, , ,B,0,0,F,F,1,113.337194,23.167021
572,3,1131,0,354147344,5122,residential, , ,B,0,0,F,F,1,113.337309,23.167061
573,3,1132,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.337365,23.164809
574,3,1134,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.337541,23.168875
575,3,1135,0,331708123,5122,residential, , ,B,40,0,F,F,1,113.337541,23.167001
576,3,1136,0,188255496,5122,residential, , ,B,0,0,F,F,1,113.337446,23.156441
577,3,1137,0,365982011,5122,residential, , ,B,0,0,F,F,1,113.337435,23.155306
578,3,1138,0,399255850,5122,residential, , ,B,0,0,F,F,1,113.336615,23.102656
579,3,1140,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.338009,23.170557
580,2,1141,0,316797584,5122,residential, , ,B,0,0,F,F,1,113.337872,23.155935
581,3,1142,0,331708123,5122,residential, , ,B,40,0,F,F,1,113.338153,23.166406
582,3,1143,0,354147349,5122,residential, , ,B,0,0,F,F,1,113.338153,23.164979
583,3,1145,0,365982010,5122,residential, , ,B,0,0,F,F,1,113.338083,23.15571
584,3,1151,0,331708618,5122,residential,能源路, ,B,0,0,F,F,1,113.340109,23.169114
585,3,1152,0,331708618,5122,residential,能源路, ,B,0,0,F,F,1,113.340185,23.167756
586,3,1158,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341391,23.140927
587,4,1159,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.341455,23.142703
588,3,1161,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.341455,23.142162
589,3,1162,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341455,23.141551
590,3,1163,0,328122398,5122,residential, , ,B,0,0,F,F,1,113.341519,23.144707
591,3,1164,0,394568317,5121,unclassified, , ,B,0,0,F,F,1,113.341487,23.132816
592,3,1165,0,394568317,5121,unclassified, , ,B,0,0,F,F,1,113.341469,23.130873
593,3,1166,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341752,23.140159
594,2,1168,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341948,23.140146
595,3,1169,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.342139,23.141564
596,3,1170,0,328122402,5122,residential, , ,B,0,0,F,F,1,113.342234,23.144599
597,3,1172,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342224,23.141237
598,3,1173,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.342294,23.142708
599,3,1174,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.342298,23.142168
600,3,1175,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342309,23.141414
601,3,1176,0,255645804,5121,unclassified, , ,B,0,0,F,F,1,113.342265,23.129687
602,3,1178,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342521,23.141499
603,4,1179,0,328122421,5153,footway, , ,B,0,0,F,F,1,113.342521,23.141234
604,3,1180,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342521,23.14095
605,3,1184,0,328122421,5153,footway, , ,B,0,0,F,F,1,113.342817,23.141231
606,3,1185,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.342893,23.142715
607,3,1186,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.342917,23.142166
608,2,1187,0,328122393,5122,residential, , ,B,0,0,F,F,1,113.342973,23.140145
609,4,1188,0,394568318,5121,unclassified, , ,B,0,0,F,F,1,113.343003,23.132819
610,3,1189,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.343204,23.141583
611,3,1190,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.343215,23.142165
612,4,1191,0,394568320,5121,unclassified, , ,B,0,0,F,F,1,113.343049,23.130902
613,3,1192,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.344033,23.142733
614,3,1193,0,394568318,5121,unclassified, , ,B,0,0,F,F,1,113.344095,23.13282
615,3,1194,0,394568319,5121,unclassified, , ,B,0,0,F,F,1,113.34412,23.13366
616,3,1195,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.344259,23.141602
617,3,1199,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.344355,23.142739
618,3,1200,0,394568320,5121,unclassified, , ,B,0,0,F,F,1,113.344184,23.130923
619,3,1201,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.344385,23.142156
620,3,1202,0,328122439,5122,residential, , ,B,0,0,F,F,1,113.344386,23.142126
621,3,1204,0,328122383,5122,residential, , ,B,0,0,F,F,1,113.344406,23.141726
622,3,1205,0,328122381,5122,residential, , ,B,0,0,F,F,1,113.344406,23.141457
623,3,1206,0,328122424,5122,residential, , ,B,0,0,F,F,1,113.344439,23.1409
624,4,1207,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.344481,23.140179
625,2,1208,0,328122383,5122,residential, , ,B,0,0,F,F,1,113.344532,23.141659
626,3,1209,0,328122379,5122,residential, , ,B,0,0,F,F,1,113.344496,23.13935
627,3,1210,0,328122383,5122,residential, , ,B,0,0,F,F,1,113.344549,23.141615
628,3,1211,0,329986447,5122,residential, , ,B,0,0,F,F,1,113.345579,23.177631
629,2,1213,0,328122437,5153,footway, , ,B,0,0,F,F,1,113.345218,23.142207
630,3,1214,0,328122447,5153,footway, , ,B,0,0,F,F,1,113.345221,23.142129
631,3,1216,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.345491,23.14285
632,3,1217,0,328122435,5153,footway, , ,B,0,0,F,F,1,113.345498,23.142611
633,2,1218,0,328122436,5153,footway, , ,B,0,0,F,F,1,113.345501,23.142522
634,3,1219,0,328122446,5153,footway, , ,B,0,0,F,F,1,113.345561,23.14186
635,4,1220,0,328122412,5122,residential, , ,B,0,0,F,F,1,113.345565,23.141735
636,3,1221,0,365748174,5122,residential,瀚景街, ,B,0,0,F,F,1,113.345795,23.14612
637,2,1222,0,328122437,5153,footway, , ,B,0,0,F,F,1,113.345739,23.141896
638,3,1224,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.345729,23.140239
639,3,1225,0,328122436,5153,footway, , ,B,0,0,F,F,1,113.345906,23.142075
640,3,1226,0,257202721,5121,unclassified,长福路, ,B,0,0,F,F,1,113.346808,23.168348
641,3,1227,0,328122450,5153,footway, , ,B,0,0,F,F,1,113.346362,23.14195
642,2,1228,0,188262502,5122,residential, , ,B,0,0,F,F,1,113.346575,23.151531
643,3,1229,0,328122450,5153,footway, , ,B,0,0,F,F,1,113.346431,23.141991
644,3,1230,0,328122453,5153,footway, , ,B,0,0,F,F,1,113.346447,23.141862
645,4,1231,0,328122412,5122,residential, , ,B,0,0,F,F,1,113.346457,23.141788
646,3,1232,0,188262502,5122,residential, , ,B,0,0,F,F,1,113.346606,23.149119
647,2,1233,0,328122450,5153,footway, , ,B,0,0,F,F,1,113.346496,23.141944
648,3,1234,0,188262502,5122,residential, , ,B,0,0,F,F,1,113.346665,23.150765
649,3,1235,0,427346008,5122,residential, , ,B,0,0,F,F,1,113.34651,23.141185
650,3,1236,0,328122379,5122,residential, , ,B,0,0,F,F,1,113.346575,23.139681
651,4,1237,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.346591,23.14026
652,3,1238,0,328122409,5122,residential, , ,B,0,0,F,F,1,113.346571,23.138354
653,2,1240,0,257202162,5121,unclassified, , ,B,0,0,F,F,1,113.347257,23.173053
654,3,1243,0,436051674,5121,unclassified, , ,B,0,0,F,F,1,113.346587,23.097084
655,3,1245,0,436051674,5121,unclassified, , ,B,0,0,F,F,1,113.346806,23.095281
656,3,1247,0,188244812,5122,residential, , ,B,0,0,F,F,1,113.347945,23.152598
657,3,1249,0,328122412,5122,residential, , ,B,0,0,F,F,1,113.347817,23.141904
658,4,1250,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.347851,23.14293
659,2,1251,0,328122433,5122,residential, , ,B,0,0,F,F,1,113.34784,23.142268
660,2,1252,0,328122431,5122,residential, , ,B,0,0,T,F,1,113.347847,23.142614
661,3,1253,0,328122412,5122,residential, , ,B,0,0,F,F,1,113.347861,23.141908
662,3,1255,0,427363442,5122,residential,陶园校道, ,B,0,0,F,F,1,113.347929,23.141265
663,4,1257,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.347187,23.093387
664,3,1258,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.348034,23.140269
665,3,1260,0,329986447,5122,residential, , ,B,0,0,F,F,1,113.348941,23.17267
666,4,1261,0,444595969,5122,residential, , ,B,0,0,F,F,1,113.348964,23.173205
667,3,1265,0,400487954,5122,residential, , ,B,0,0,F,F,1,113.348876,23.152495
668,4,1266,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.348717,23.140269
669,3,1269,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.348077,23.097081
670,3,1270,0,328122413,5122,residential, , ,B,0,0,F,F,1,113.348941,23.141911
671,3,1271,0,436051679,5122,residential, , ,B,0,0,F,F,1,113.348158,23.09562
672,3,1272,0,400487953,5122,residential, , ,B,0,0,F,F,1,113.349231,23.153873
673,3,1273,0,328122413,5122,residential, , ,B,0,0,F,F,1,113.349019,23.141436
674,2,1274,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.349078,23.142928
675,3,1276,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.348354,23.097081
676,3,1278,0,188262511,5122,residential, , ,B,0,0,F,F,1,113.349444,23.153502
677,3,1279,0,188255508,5122,residential, , ,B,0,0,F,F,1,113.349623,23.160805
678,3,1280,0,436051677,5122,residential, , ,B,0,0,F,F,1,113.348492,23.095428
679,3,1282,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.348497,23.094159
680,2,1283,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.348735,23.099781
681,3,1284,0,188255494,5122,residential, , ,B,0,0,F,F,1,113.350139,23.159796
682,3,1285,0,436051676,5122,residential, , ,B,0,0,F,F,1,113.349035,23.095428
683,3,1286,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.349029,23.094332
684,3,1288,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.349168,23.097079
685,3,1290,0,436051675,5122,residential, , ,B,0,0,F,F,1,113.349447,23.097079
686,2,1291,0,188244790,5122,residential, , ,B,0,0,F,F,1,113.350702,23.164806
687,2,1293,0,188244790,5122,residential, , ,B,0,0,F,F,1,113.350869,23.166511
688,3,1294,0,188244790,5122,residential, , ,B,0,0,F,F,1,113.350854,23.165657
689,3,1295,0,188244790,5122,residential, , ,B,0,0,F,F,1,113.350848,23.165306
690,2,1296,0,365982495,5141,service, , ,B,0,0,F,F,1,113.350446,23.140789
691,4,1297,0,188255494,5122,residential, , ,B,0,0,F,F,1,113.350782,23.158813
692,2,1298,0,328122395,5122,residential, , ,B,0,0,F,F,1,113.350486,23.140691
693,2,1300,0,394547002,5122,residential,玉兰路, ,B,0,0,F,F,1,113.350841,23.143273
694,4,1301,0,400487951,5122,residential, , ,B,0,0,F,F,1,113.351112,23.153776
695,3,1302,0,365982493,5122,residential, , ,B,0,0,F,F,1,113.351061,23.141472
696,3,1304,0,188262511,5122,residential, , ,B,0,0,F,F,1,113.351344,23.149953
697,3,1305,0,188244788,5122,residential, , ,B,0,0,F,F,1,113.351634,23.165656
698,4,1306,0,188244785,5122,residential, , ,B,0,0,F,F,1,113.351636,23.165301
699,4,1307,0,188244771,5122,residential, , ,B,0,0,F,F,1,113.351646,23.158621
700,3,1308,0,188244771,5122,residential, , ,B,0,0,F,F,1,113.351692,23.158799
701,3,1309,0,188241043,5122,residential, , ,B,0,0,F,F,1,113.35101,23.118628
702,3,1310,0,188241043,5122,residential, , ,B,0,0,F,F,1,113.351034,23.118714
703,3,1311,0,188244771,5122,residential, , ,B,0,0,F,F,1,113.351751,23.155677
704,3,1312,0,328122414,5122,residential, , ,B,0,0,F,F,1,113.35155,23.142335
705,3,1314,0,188280306,5122,residential, , ,B,0,0,F,F,1,113.350921,23.09826
706,3,1315,0,365982492,5122,residential, , ,B,0,0,F,F,1,113.351745,23.141122
707,2,1317,0,444672172,5122,residential,美景路, ,B,0,0,F,F,1,113.352421,23.171059
708,2,1318,0,446458184,5122,residential,美景路, ,B,0,0,F,F,1,113.352532,23.171948
709,3,1319,0,188241043,5122,residential, , ,B,0,0,F,F,1,113.351712,23.122223
710,3,1320,0,188244785,5122,residential, , ,B,0,0,F,F,1,113.352489,23.165289
711,2,1321,0,188244770,5122,residential, , ,B,0,0,F,F,1,113.35256,23.165407
712,3,1322,0,188244786,5122,residential, , ,B,0,0,F,F,1,113.352589,23.166291
713,3,1323,0,188244788,5122,residential, , ,B,0,0,F,F,1,113.352602,23.165653
714,3,1324,0,188244770,5122,residential, , ,B,0,0,F,F,1,113.352607,23.165412
715,3,1326,0,188244787,5122,residential, , ,B,0,0,F,F,1,113.352631,23.165219
716,4,1327,0,188244807,5122,residential, , ,B,0,0,F,F,1,113.352646,23.164709
717,3,1328,0,188244770,5122,residential, , ,B,0,0,F,F,1,113.352699,23.165341
718,3,1329,0,329986444,5122,residential, , ,B,0,0,F,F,1,113.352927,23.172957
719,2,1330,0,328122414,5122,residential, , ,B,0,0,F,F,1,113.352487,23.142339
720,4,1334,0,188244771,5122,residential, , ,B,0,0,F,F,1,113.353271,23.160737
721,3,1335,0,188244769,5122,residential, , ,B,0,0,F,F,1,113.353376,23.160677
722,3,1336,0,444595969,5122,residential, , ,B,0,0,F,F,1,113.353856,23.175454
723,3,1337,0,188244775,5122,residential, , ,B,0,0,F,F,1,113.353659,23.15567
724,2,1338,0,188244764,5122,residential, , ,B,0,0,F,F,1,113.353809,23.163716
725,2,1339,0,360207050,5135,tertiary_link, , ,B,0,0,F,F,1,113.353666,23.154684
726,3,1347,0,188244764,5122,residential, , ,B,0,0,F,F,1,113.354612,23.163955
727,3,1348,0,188244800,5122,residential, , ,B,0,0,F,F,1,113.355017,23.164706
728,3,1349,0,315857272,5122,residential, , ,B,0,0,F,F,1,113.355622,23.194096
729,3,1352,0,188244800,5122,residential, , ,B,0,0,F,F,1,113.35545,23.164705
730,2,1354,0,436051673,5154,path, , ,B,0,0,F,F,1,113.354393,23.097622
731,2,1356,0,205491401,5122,residential, , ,B,0,0,F,F,1,113.355635,23.16192
732,3,1357,0,205491401,5122,residential, , ,B,0,0,F,F,1,113.355661,23.161904
733,3,1358,0,444600052,5122,residential,兴科路, ,B,0,0,F,F,1,113.355939,23.175865
734,3,1359,0,188244781,5122,residential,东方二路, ,B,0,0,F,F,1,113.355221,23.133974
735,3,1360,0,188244810,5122,residential,东方三路, ,B,0,0,F,F,1,113.355198,23.131422
736,2,1364,0,444595971,5122,residential, , ,B,0,0,F,F,1,113.356151,23.176131
737,3,1366,0,102596675,5122,residential, , ,B,0,0,F,F,1,113.355247,23.113933
738,3,1367,0,102596675,5122,residential, , ,B,0,0,F,F,1,113.355268,23.114052
739,2,1368,0,436051672,5121,unclassified, , ,B,0,0,F,F,1,113.355098,23.097481
740,3,1371,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.355369,23.098569
741,3,1374,0,205491401,5122,residential, , ,B,0,0,F,F,1,113.356716,23.161613
742,3,1375,0,315857184,5122,residential, , ,B,0,0,F,F,1,113.357344,23.192473
743,3,1378,0,315857272,5122,residential, , ,B,0,0,F,F,1,113.357873,23.192172
744,3,1381,0,315857237,5122,residential, , ,B,0,0,F,F,1,113.358127,23.19202
745,3,1388,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.35903,23.097903
746,3,1395,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.362955,23.097759
747,3,1396,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.363129,23.097737
748,3,1399,0,188280869,5122,residential,凤浦中路, ,B,0,0,F,F,1,113.365953,23.097596
749,3,1406,0,313819928,5154,path, , ,B,0,0,F,F,1,113.37557,23.144075
750,2,1409,0,313819933,5141,service, , ,B,0,0,F,F,1,113.380069,23.144107
